action,step,time,p,p2,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,0,false,false,0,false,0,false
[producing2],1,0.2408936815948305,0,1,1,false,false,0,false,0,false
[producing],2,7.6548777397620515,1,1,2,false,false,0,false,0,false
[producing2],3,13.526026577809004,1,2,3,false,false,0,false,0,false
[con_ready2],4,14.181880872611423,1,2,3,false,true,0,false,0,true
[consuming2],5,16.345913325453804,1,2,2,false,false,0,false,1,false
[con_ready1],6,23.372877257037885,1,2,2,true,false,0,true,1,false
[consuming1],7,24.066712733208735,1,2,1,false,false,1,false,1,false
[con_ready2],8,36.62596602872167,1,2,1,false,true,1,false,1,true
[consuming2],9,37.78333660143434,1,2,0,false,false,1,false,2,false
[producing2],10,40.21032655104147,1,3,1,false,false,1,false,2,false
[con_ready2],11,49.50025077726182,1,3,1,false,true,1,false,2,true
[consuming2],12,50.074221932657956,1,3,0,false,false,1,false,3,false
[producing],13,82.03479519274116,2,3,1,false,false,1,false,3,false
[con_ready2],14,84.45661565369447,2,3,1,false,true,1,false,3,true
[consuming2],15,86.25869168149825,2,3,0,false,false,1,false,4,false
[producing],16,92.18837265658188,3,3,1,false,false,1,false,4,false
[con_ready2],17,101.4609903685918,3,3,1,false,true,1,false,4,true
[consuming2],18,102.7109431133243,3,3,0,false,false,1,false,5,false
[producing2],19,114.41785453335405,3,4,1,false,false,1,false,5,false
[producing2],20,115.98693916567623,3,5,2,false,false,1,false,5,false
[con_ready2],21,118.02953451445507,3,5,2,false,true,1,false,5,true
[consuming2],22,121.06879527185728,3,5,1,false,false,1,false,6,false
[producing],23,124.5557784976109,4,5,2,false,false,1,false,6,false
[con_ready2],24,125.62630348597176,4,5,2,false,true,1,false,6,true
[consuming2],25,126.41730812057529,4,5,1,false,false,1,false,7,false
[con_ready2],26,129.91549215641135,4,5,1,false,true,1,false,7,true
[consuming2],27,131.76247810560415,4,5,0,false,false,1,false,8,false
[producing2],28,136.28948151766895,4,6,1,false,false,1,false,8,false
[producing],29,138.93394542107794,5,6,2,false,false,1,false,8,false
[con_ready1],30,148.9877423011253,5,6,2,true,false,1,true,8,false
[consuming1],31,149.3526110091675,5,6,1,false,false,2,false,8,false
[producing],32,153.41870567230842,6,6,2,false,false,2,false,8,false
[con_ready2],33,159.3097779945449,6,6,2,false,true,2,false,8,true
[consuming2],34,159.50292396088784,6,6,1,false,false,2,false,9,false
[producing],35,162.28643032374276,7,6,2,false,false,2,false,9,false
[producing2],36,163.5273504946737,7,7,3,false,false,2,false,9,false
[producing],37,179.20472238007412,8,7,4,false,false,2,false,9,false
[con_ready2],38,180.08554782056245,8,7,4,false,true,2,false,9,true
[consuming2],39,180.1897225031802,8,7,3,false,false,2,false,10,false
[con_ready2],40,184.89551764314467,8,7,3,false,true,2,false,10,true
[consuming2],41,186.34795911933375,8,7,2,false,false,2,false,11,false
[con_ready1],42,190.58327680997053,8,7,2,true,false,2,true,11,false
[consuming1],43,191.4899518639714,8,7,1,false,false,3,false,11,false
[producing2],44,194.66914864996784,8,8,2,false,false,3,false,11,false
[con_ready1],45,203.05608540190212,8,8,2,true,false,3,true,11,false
[consuming1],46,203.07696701554835,8,8,1,false,false,4,false,11,false
[producing2],47,203.59002787320452,8,9,2,false,false,4,false,11,false
[con_ready1],48,210.36101724672594,8,9,2,true,false,4,true,11,false
[consuming1],49,210.669639339821,8,9,1,false,false,5,false,11,false
[con_ready2],50,213.8499116598437,8,9,1,false,true,5,false,11,true
[consuming2],51,213.9053732071681,8,9,0,false,false,5,false,12,false
[producing],52,215.29435825257963,9,9,1,false,false,5,false,12,false
[con_ready1],53,221.82545567574857,9,9,1,true,false,5,true,12,false
[consuming1],54,222.31355378768504,9,9,0,false,false,6,false,12,false
[producing],55,242.58409902202268,10,9,1,false,false,6,false,12,false
[producing2],56,245.10628188617721,10,10,2,false,false,6,false,12,false
[con_ready1],57,250.40913431752878,10,10,2,true,false,6,true,12,false
[consuming1],58,251.8250492634042,10,10,1,false,false,7,false,12,false
[producing2],59,261.7367950089218,10,11,2,false,false,7,false,12,false
